direccion,horario,latitud,localidad,longitud,municipio,precio_gasoleo_a,precio_gasoleo_b,precio_gasoleo_premium,precio_gasolina_95_e10,precio_gasolina_95_e5,precio_gasolina_95_e5_premium,precio_gasolina_98_e5,provincia,rotulo
"CARRETERA N-640 KM. 59,800",L-D: 07:00-23:00,43.215694,MEIRA,-7.309028,Meira,1.759,1.419,1.819,,1.799,,,LUGO,CEPSA
"CL AVENIDA ELADIO LORENZO, 2",L-D: 07:00-23:00,43.43325,MONDOÑEDO,-7.361861,Mondoñedo,1.769,1.373,1.829,,1.769,,1.889,LUGO,REPSOL
"CARRETERA NAL. 120 KM. 520,8",L-D: 07:00-23:00,42.517667,MONFORTE DE LEMOS,-7.497083,Monforte de Lemos,1.729,1.317,1.779,,1.749,,1.869,LUGO,CEPSA
"CL CARRETERA DE CHANTADA, S.N.",L-D: 24H,42.526056,MONFORTE DE LEMOS,-7.527194,Monforte de Lemos,1.739,1.329,1.759,,1.769,,1.859,LUGO,REPSOL
"POLIGONO POLIGONO INDUSTRIAL REBOREDO, S/N",L-D: 07:00-23:00,42.492778,MONFORTE DE LEMOS,-7.532833,Monforte de Lemos,1.679,,,,1.729,,,LUGO,MEROIL
"CALLE DOCTOR CASARES, SN",L-D: 07:00-23:00,42.529,MONFORTE DE LEMOS,-7.507361,Monforte de Lemos,1.719,,1.779,,1.759,,1.879,LUGO,REPSOL
"RUA POETA MANUEL MARÍA, 34",L-D: 24H,42.525528,MONFORTE DE LEMOS,-7.524889,Monforte de Lemos,1.629,,,,1.669,,,LUGO,PLENOIL
"AVENIDA GALICIA, 41",L-D: 07:00-23:00,42.51975,MONFORTE DE LEMOS,-7.513056,Monforte de Lemos,1.719,,1.779,,1.759,,1.879,LUGO,REPSOL
"CALLE BENITO VICETO, 50",L-D: 07:00-23:00,42.517556,MONFORTE DE LEMOS,-7.505194,Monforte de Lemos,1.719,,1.789,,1.759,,1.879,LUGO,GALP
"LUGAR SAN MIGUEL DE PENAS, 1",L-V: 10:00-14:00 y 16:00-19:00; S: 09:00-13:00,42.802778,MONTERROSO,-7.792444,Monterroso,1.629,1.239,,,,,,LUGO,AIRA
"AVENIDA DE LA CORUÑA,, 19",L-D: 07:00-00:00,42.793889,MONTERROSO,-7.838278,Monterroso,1.739,1.449,,,1.789,,,LUGO,7345
"LUGAR PENASINCEIRA - PQ GALEGOS, 1",L-D: 09:00-23:00,42.965944,PROBA (A),-7.017639,Navia de Suarna,1.749,1.329,1.799,,1.789,,,LUGO,LIBRE
CARRETERA N-VI KM. 447,L-D: 08:30-21:00,42.804194,NOGAIS (AS),-7.109722,Nogais (As),1.769,1.399,,,1.819,,,LUGO,G ESTACIONES DE SERVICIO
"CARRETERA CTRA. N-VI. ROBRA KM. KM 511,5",L-D: 07:00-22:00,43.084222,OUTEIRO DE REI,-7.605972,Outeiro de Rei,1.629,,,,1.659,,1.809,LUGO,Q8
"LUGAR SOBORVILA, 10",L-D: 24H,43.107139,OUTEIRO DE REI,-7.60525,Outeiro de Rei,1.769,,1.839,,1.799,,1.919,LUGO,BP
"ACCESO CTRA. N-VI.  ROBRA,",L-D: 24H,43.084528,OUTEIRO DE REI,-7.606361,Outeiro de Rei,1.689,,,,1.719,,1.869,LUGO,Q8
CARRETERA N-547  LUGO-SANTIAGO KM. 35,L-D: 06:00-00:00,42.876194,PALAS DE REI,-7.861972,Palas de Rei,1.739,1.482,,,1.759,,1.929,LUGO,ULTREYA
"LUGAR FERREIRA-ESPERELO, 89",L-D: 08:00-22:00,42.504861,FERREIRA DE PANTON (CASCO URBANO),-7.628056,Pantón,1.776,,,,1.815,,1.975,LUGO,PETRONOR
"CARRERA BECERREA-VENTAS DE NARON, S/N",L-D: 07:00-23:00,42.761889,PARADELA,-7.563444,Paradela,1.739,1.369,1.829,,1.799,,1.931,LUGO,GALP
"CARRETERA LINDIN-PARAXES KM. 9,350",L-D: 07:00-23:00,43.296722,PASTORIZA,-7.336389,Pastoriza (A),1.799,1.429,,,1.799,,1.899,LUGO,CEPSA
"LUGAR CARRIZAL, S/N",L-D: 24H,43.285417,REGUEIRA (A),-7.403639,Pastoriza (A),1.649,1.299,,,1.749,,,LUGO,"O XEIXO,S.COOP GALEGA  OIL"
CARRETERA NACIONAL VI KM. 433,L-D: 07:00-23:00,42.726556,PEDRAFITA DO CEBREIRO,-7.022444,Pedrafita do Cebreiro,1.729,1.443,1.829,,1.779,,1.919,LUGO,REPSOL
CARRETERA N-120 KM. 511,L-D: 07:00-23:00,42.527806,POBRA DO BROLLON (A),-7.397833,Pobra do Brollón (A),1.719,1.447,1.799,,1.769,,,LUGO,REPSOL
"CARRETERA CARRETERA DE MEIRA A BALEIRA KM. 07,870",L-D: 08:00-23:00,43.149528,POL,-7.291972,Pol,1.75,1.44,1.82,,1.81,,,LUGO,CEPSA
"VÍA N-640, 36,850",L-D: 07:00-23:00,43.351389,PONTENOVA (A),-7.191639,Pontenova (A),1.759,,1.849,,1.799,,1.919,LUGO,REPSOL
"CARRETERA C-535 KM. 55,000",L-S: 08:00-14:00 y 16:00-22:00,42.805139,PORTOMARIN,-7.618056,Portomarín,1.739,1.389,1.839,,1.789,,1.939,LUGO,CAMPA
LG ALTO DO VALIÑO,L-V: 10:00-14:00 y 15:30-19:30,42.818889,PORTOMARIN,-7.629167,Portomarín,1.66,1.337,,,,,,LUGO,CAXIGO S COOP GALEGA
"REAL, Nº 143",L-D: 07:00-23:00,42.474222,QUIROGA,-7.264722,Quiroga,1.749,,1.809,,1.759,,1.879,LUGO,REPSOL
"AVENIDA DE FERROL, 67",L-D: 07:00-23:00,43.122306,RABADE,-7.621028,Rábade,1.759,1.436,1.839,,1.789,,,LUGO,REPSOL
"POLIGONO SIGALSA FASE 1 NAVE 1, S/N",L-D: 24H,43.117556,RABADE,-7.63025,Rábade,1.538,,,,,,,LUGO,LIBRE
"AVENIDA AMERICA, 10",L-D: 07:00-23:00,43.538333,RIBADEO,-7.05425,Ribadeo,1.769,1.373,1.869,,1.809,,1.969,LUGO,REPSOL
"RUA GRANDELA (DA), 1",L-V: 07:00-21:00; S: 07:00-15:00,43.544111,RIBADEO,-7.062667,Ribadeo,1.759,,1.839,,1.799,,1.879,LUGO,GASOLEOS ABELLEIRA
"CARRETERA CTRA NAC.634 KM. 554,8",L-S: 09:00-22:00,43.540278,RIBADEO,-7.060222,Ribadeo,1.629,,,,1.749,,1.849,LUGO,EROSKI
